Id;Label;City;State;Country;Operating Status;Company Type;Number of Investments;Number of Lead Investments;Number of Diversity Investments;Number of Exits;Number of Lead Investors;Number of Investors;Number of Funding Rounds;Funding Status;Last Funding Date;Last Funding Amount;Last Funding Type;Last Equity Funding Type;Last Equity Funding Amount;Total Funding Amount;Number of Events;Aberdeen - IT Spend;Lat Country;Long Country;Lat State;Long State
Sweep;Sweep;Montpellier; Languedoc-Roussillon; France;Active;For Profit;0;0;0;0;5;8;3;Early Stage Venture;4/04/2022;72984449;Series B;Series B;72984449;99936764;0;0;46,603354;1,8883335;43,65420305;3,67466994
Wealthfront;Wealthfront;Palo Alto; California; United States;Active;For Profit;0;0;0;0;5;38;6;M&A;4/01/2018;75000000;Series E;Series E;75000000;204500000;1;671102;39,7837304;-100,445882;36,7014631;-118,755997
Xpressbees;Xpressbees;Pune; Maharashtra; India;Active;For Profit;0;0;0;0;8;14;9;Late Stage Venture;9/02/2022;300000000;Series F;Series F;300000000;577583000;0;0;22,3511148;78,6677428;18,9068356;75,6741579
Upgrade;Upgrade;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;27;8;Late Stage Venture;16/11/2021;280000000;Series F;Series F;280000000;587000000;2;2028481;39,7837304;-100,445882;36,7014631;-118,755997
SecurityScorecard;SecurityScorecard;New York; New York; United States;Active;For Profit;0;0;0;0;6;19;8;Late Stage Venture;18/03/2021;180000000;Series E;Series E;180000000;292200000;12;214757;39,7837304;-100,445882;40,7127281;-74,0060152
Veriff;Veriff;Tallinn; Harjumaa; Estonia;Active;For Profit;0;0;0;0;7;18;7;Late Stage Venture;26/01/2022;100000000;Series C;Series C;100000000;192320000;3;0;58,7523778;25,3319078;59,409009;24,73695718
The Wild;The Wild;Portland; Oregon; United States;Active;For Profit;0;0;0;0;2;6;4;M&A;3/05/2021;2000000;Venture - Series Unknown;Venture - Series Unknown;2000000;3125000;0;0;39,7837304;-100,445882;43,9792797;-120,737257
Tanium;Tanium;Kirkland; Washington; United States;Active;For Profit;1;0;0;0;8;17;16;Private Equity;30/06/2021;0;Secondary Market;Private Equity;150000000;1049991919;23;39190380;39,7837304;-100,445882;38,8950368;-77,0365427
Vedantu;Vedantu;Bangalore; Karnataka; India;Active;For Profit;1;1;0;1;10;12;11;Late Stage Venture;24/02/2022;2000000;Series E;Series E;2000000;292886532;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Thumbtack;Thumbtack;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;25;8;Late Stage Venture;15/06/2021;275000000;Series I;Series I;275000000;698200000;7;217033;39,7837304;-100,445882;36,7014631;-118,755997
Staffbase;Staffbase;Chemnitz; Sachsen; Germany;Active;For Profit;0;0;0;0;5;6;7;Late Stage Venture;15/03/2022;116255476;Series E;Series E;116255476;307083241;0;5990396;51,1638175;10,4478313;50,9295798;13,4585052
Slingshot Aerospace;Slingshot Aerospace;Austin; Texas; United States;Active;For Profit;0;0;0;0;4;23;10;Early Stage Venture;31/03/2022;25200000;Grant;Series A;25000000;69670000;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Vestiaire Collective;Vestiaire Collective;Paris; Ile-de-France; France;Active;For Profit;1;0;0;0;11;18;10;Late Stage Venture;22/09/2021;208033603;Series I;Series I;208033603;683606685;0;0;46,603354;1,8883335;48,6443057;2,7537863
TemperPack;TemperPack;Richmond; Virginia; United States;Active;For Profit;0;0;0;0;5;16;7;;22/03/2022;140000000;Venture - Series Unknown;Venture - Series Unknown;140000000;208851000;2;819011;39,7837304;-100,445882;37,1232245;-78,4927721
SWVL Technologies;SWVL Technologies;Cairo; Al Qahirah; Egypt;Active;For Profit;0;0;0;0;6;20;7;;7/05/2020;26000000;Venture - Series Unknown;Venture - Series Unknown;26000000;174500000;0;0;26,2540493;29,2675469;30,0443879;31,2357257
Studio;Studio;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;13;4;Early Stage Venture;11/04/2022;50000000;Series B;Series B;50000000;50000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Yield Guild Games Southeast Asia;Yield Guild Games Southeast Asia;Taipei; T'ai-pei; Taiwan;Active;For Profit;16;3;0;0;3;27;2;Seed;1/11/2021;15000000;Seed;Seed;15000000;15000000;0;0;23,5983227;120,8353769;25,0018682;121,5415847
Sure;Sure;New York; New York; United States;Active;For Profit;0;0;0;0;4;17;5;Late Stage Venture;5/10/2021;100000000;Series C;Series C;100000000;123100000;4;0;39,7837304;-100,445882;40,7127281;-74,0060152
SmartHop;SmartHop;Miami; Florida; United States;Active;For Profit;0;0;0;0;4;15;6;Early Stage Venture;6/04/2022;30000000;Series B;Series B;30000000;46620000;0;0;39,7837304;-100,445882;27,7567667;-81,4639835
Watershed;Watershed;San Francisco; California; United States;Active;For Profit;0;0;0;0;2;2;2;Early Stage Venture;8/02/2022;70000000;Series B;Series B;70000000;70000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Society Brands;Society Brands;Canton; Ohio; United States;Active;Non Profit;0;0;0;0;1;1;1;;9/03/2022;204000000;Debt Financing;;0;204000000;0;0;39,7837304;-100,445882;40,2253569;-82,6881395
Zscaler;Zscaler;San Jose; California; United States;Active;For Profit;1;0;0;0;2;5;3;IPO;8/11/2017;0;Secondary Market;Series B;110000000;148000000;32;51934991;39,7837304;-100,445882;36,7014631;-118,755997
Volocopter;Volocopter;Bruchsal; Baden-Wurttemberg; Germany;Active;For Profit;0;0;0;0;6;24;7;Late Stage Venture;4/03/2022;170000000;Series E;Series E;170000000;598581645;0;8079634;51,1638175;10,4478313;48,53775;9,041169
UST;UST;Aliso Viejo; California; United States;Active;For Profit;12;7;1;3;1;1;1;Private Equity;27/06/2018;250000000;Private Equity;Private Equity;250000000;250000000;11;0;39,7837304;-100,445882;36,7014631;-118,755997
Wipro Technologies;Wipro Technologies;Bengaluru; Karnataka; India;Active;For Profit;9;5;0;5;2;2;3;IPO;1/03/2018;1104375782;Post-IPO Equity;Post-IPO Equity;1104375782;1104375782;75;0;22,3511148;78,6677428;14,5203896;75,7223521
Taxfyle;Taxfyle;Miami; Florida; United States;Active;For Profit;0;0;0;0;2;5;6;Early Stage Venture;7/02/2022;20000000;Series B;Series B;20000000;27325000;0;0;39,7837304;-100,445882;27,7567667;-81,4639835
Squarespace;Squarespace;New York; New York; United States;Active;For Profit;0;0;0;0;3;9;4;IPO;16/03/2021;300000000;Venture - Series Unknown;Venture - Series Unknown;300000000;578500000;15;89483232;39,7837304;-100,445882;40,7127281;-74,0060152
Yotpo;Yotpo;New York; New York; United States;Active;For Profit;0;0;0;0;9;22;11;;9/09/2021;30000000;Corporate Round;Corporate Round;30000000;436000000;6;0;39,7837304;-100,445882;40,7127281;-74,0060152
Zip;Zip;Sydney; New South Wales; Australia;Active;For Profit;4;4;0;3;3;4;8;IPO;15/04/2021;310053003;Post-IPO Debt;Post-IPO Equity;91374964;893557988;1;0;-24,7761086;134,755;-31,8759835;147,2869493
Tile;Tile;San Mateo; California; United States;Active;For Profit;0;0;0;0;4;24;6;M&A;16/09/2021;40000000;Debt Financing;Series C;45000000;141000000;2;62478;39,7837304;-100,445882;36,7014631;-118,755997
Securonix;Securonix;Addison; Texas; United States;Active;For Profit;0;0;0;0;3;4;4;Private Equity;15/02/2022;1000000000;Private Equity;Private Equity;1000000000;1064999852;28;3857896;39,7837304;-100,445882;31,2638905;-98,5456116
Starry;Starry;Boston; Massachusetts; United States;Active;For Profit;0;0;0;0;0;7;3;Late Stage Venture;5/07/2018;100000000;Series C;Series C;100000000;130000000;2;1015424;39,7837304;-100,445882;42,3788774;-72,032366
Slope;Slope;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;7;3;Early Stage Venture;15/04/2022;24000000;Series A;Series A;24000000;32000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Truora;Truora;Cali; Valle del Cauca; Colombia;Active;For Profit;0;0;0;0;4;18;4;Early Stage Venture;8/04/2022;15000000;Series A;Series A;15000000;18650000;0;0;4,099917;-72,9088133;3,6984053;-76,5501996
Xero;Xero;Wellington; Wellington; New Zealand;Active;For Profit;0;0;0;0;4;7;9;IPO;26/09/2018;300000000;Post-IPO Debt;Post-IPO Equity;26400000;681395300;27;0;-41,5000831;172,8344077;-41,2887953;174,7772114
Upwork;Upwork;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;18;12;IPO;27/10/2016;0;Secondary Market;Venture - Series Unknown;30000000;168800000;14;29606031;39,7837304;-100,445882;36,7014631;-118,755997
Span.IO;Span.IO;San Francisco; California; United States;Active;For Profit;0;0;0;0;6;21;5;Early Stage Venture;22/03/2022;90000000;Series B;Series B;90000000;133800000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Theta Lake;Theta Lake;Santa Barbara; California; United States;Active;For Profit;0;0;0;0;4;10;4;Early Stage Venture;23/03/2022;50000000;Series B;Series B;50000000;67700000;1;182183;39,7837304;-100,445882;36,7014631;-118,755997
Shipium;Shipium;Seattle; Washington; United States;Active;For Profit;0;0;0;0;3;6;3;Early Stage Venture;14/04/2022;27500000;Series A;Series A;27500000;37500000;0;0;39,7837304;-100,445882;38,8950368;-77,0365427
Starling Bank;Starling Bank;London; England; United Kingdom;Active;For Profit;0;0;0;0;8;11;10;Late Stage Venture;19/04/2021;69958542;Series D;Series D;69958542;922023935;6;25318299;54,7023545;-3,2765753;52,5310214;-1,2649062
Tonal;Tonal;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;33;6;Late Stage Venture;31/03/2021;250000000;Series E;Series E;250000000;450000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
SenseTime;SenseTime;Sha Tin; New Territories; Hong Kong;Active;For Profit;16;8;0;0;11;27;9;IPO;1/12/2020;0;Series D;Series D;0;2640000000;4;0;22,350627;114,1849161;22,4300716;114,0724197
Workrise;Workrise;Austin; Texas; United States;Active;For Profit;0;0;0;0;5;22;8;Late Stage Venture;20/05/2021;300000000;Series E;Series E;300000000;752499542;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Vogo;Vogo;Kormangala; Karnataka; India;Active;For Profit;0;0;0;0;10;21;14;M&A;18/02/2021;11500000;Series C;Series C;11500000;180784704;0;0;22,3511148;78,6677428;14,5203896;75,7223521
The Walt Disney Company;The Walt Disney Company;Burbank; California; United States;Active;For Profit;20;5;5;4;1;1;2;IPO;13/04/2020;5000000000;Post-IPO Debt;;0;11000000000;17;1941768064;39,7837304;-100,445882;36,7014631;-118,755997
Spotify;Spotify;Stockholm; Stockholms Lan; Sweden;Active;For Profit;5;3;1;1;10;53;19;IPO;25/02/2021;0;Post-IPO Equity;Post-IPO Equity;0;2085424679;32;0;59,6749712;14,5208584;59,3954053;18,66526953
Skill Lync;Skill Lync;Chennai; Tamil Nadu; India;Active;For Profit;0;0;0;0;2;6;3;Early Stage Venture;3/08/2021;17500000;Series A;Series A;17500000;17650000;0;0;22,3511148;78,6677428;10,9094334;78,3665347
Stilt;Stilt;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;22;13;Early Stage Venture;10/03/2022;100000000;Debt Financing;Series A;14000000;338776049;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Whatnot;Whatnot;Marina Del Rey; California; United States;Active;For Profit;0;0;0;0;4;24;6;Late Stage Venture;15/09/2021;150000000;Series C;Series C;150000000;224700000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Vested Finance;Vested Finance;Berkeley; California; United States;Active;For Profit;0;0;0;0;3;21;5;Early Stage Venture;5/04/2022;12000000;Series A;Series A;12000000;16420000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Snorkel AI;Snorkel AI;Palo Alto; California; United States;Active;For Profit;0;0;0;0;5;13;5;Late Stage Venture;9/08/2021;85000000;Series C;Series C;85000000;135250000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Selina;Selina;London; England; United Kingdom;Active;For Profit;0;0;0;0;4;8;4;Late Stage Venture;9/12/2020;50000000;Debt Financing;Series C;100000000;395000000;1;0;54,7023545;-3,2765753;52,5310214;-1,2649062
Zimperium;Zimperium;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;9;5;M&A;16/11/2018;12000000;Venture - Series Unknown;Venture - Series Unknown;12000000;72000000;7;3795;39,7837304;-100,445882;36,7014631;-118,755997
Streamlit;Streamlit;San Francisco; California; United States;Active;For Profit;0;0;0;0;3;9;3;M&A;7/04/2021;35000000;Series B;Series B;35000000;62000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Shipper;Shipper;Jakarta; Jakarta Raya; Indonesia;Active;For Profit;0;0;0;0;4;10;5;;7/04/2022;43749882;Venture - Series Unknown;Venture - Series Unknown;43749882;131899882;0;0;-2,4833826;117,8902853;-6,2714155;106,7524204
Snapchat;Snapchat;Pacific Palisades; California; United States;Active;For Profit;0;0;0;0;0;1;2;Late Stage Venture;26/05/2016;0;Series F;Series F;0;59999934;2;193406031;39,7837304;-100,445882;36,7014631;-118,755997
unico IDtech;unico IDtech;Ṣo Paulo; Sao Paulo; Brazil;Active;For Profit;0;0;0;0;4;6;4;Late Stage Venture;14/04/2022;100000000;Series D;Series D;100000000;336857766;0;0;-10,3333333;-53,2;-23,5506507;-46,6333824
SES;SES;Woburn; Massachusetts; United States;Active;For Profit;0;0;0;0;6;29;10;IPO;4/02/2022;275000000;Post-IPO Equity;Post-IPO Equity;275000000;600114997;0;0;39,7837304;-100,445882;42,3788774;-72,032366
Treasure Data;Treasure Data;Mountain View; California; United States;Active;For Profit;0;0;0;0;5;18;9;;3/11/2021;234000000;Venture - Series Unknown;Venture - Series Unknown;234000000;288050000;20;0;39,7837304;-100,445882;36,7014631;-118,755997
ShipBob;ShipBob;Chicago; Illinois; United States;Active;For Profit;0;0;0;0;4;33;8;Late Stage Venture;29/06/2021;200000000;Series E;Series E;200000000;330500000;1;19261139;39,7837304;-100,445882;40,0796606;-89,4337288
Wiz;Wiz;Tel Aviv; Tel Aviv; Israel;Active;For Profit;0;0;0;0;4;8;4;Late Stage Venture;11/10/2021;250000000;Series C;Series C;250000000;600000000;0;0;30,8124247;34,8594762;32,0852997;34,7818064
UserTesting;UserTesting;San Francisco; California; United States;Active;For Profit;0;0;0;0;4;7;4;IPO;17/11/2020;4242068;Grant;Series F;100000000;152742068;11;1939742;39,7837304;-100,445882;36,7014631;-118,755997
Wave;Wave;Toronto; Ontario; Canada;Active;For Profit;0;0;0;0;5;16;11;M&A;30/05/2017;24000000;Series D;Series D;24000000;79751426;1;0;61,0666922;-107,991707;50,000678;-86,000977
slice;slice;Bangalore; Karnataka; India;Active;For Profit;0;0;0;0;8;27;11;Early Stage Venture;29/11/2021;220000000;Series B;Series B;220000000;291163978;0;0;22,3511148;78,6677428;14,5203896;75,7223521
Wiz Freight;Wiz Freight;Chennai; Tamil Nadu; India;Active;For Profit;0;0;0;0;3;8;3;Early Stage Venture;31/03/2022;36227373;Series A;Series A;36227373;42431082;0;0;22,3511148;78,6677428;10,9094334;78,3665347
Sona;Sona;London; England; United Kingdom;Active;For Profit;0;0;0;0;2;13;2;Seed;31/03/2022;6800000;Seed;Seed;6800000;9000000;0;0;54,7023545;-3,2765753;52,5310214;-1,2649062
TravelPerk;TravelPerk;Barcelona; Catalonia; Spain;Active;For Profit;0;0;0;0;7;28;9;Late Stage Venture;12/01/2022;115000000;Series D;Series D;115000000;408175372;9;0;39,3260685;-4,8379791;41,8523094;1,5745043
WeRide;WeRide;Guangzhou; Guangdong; China;Active;For Profit;1;1;0;0;5;28;9;Late Stage Venture;24/03/2022;400000000;Series D;Series D;400000000;1415000000;4;0;35,000074;104,999927;23,1357694;113,1982688
Terran Orbital;Terran Orbital;Boca Raton; Florida; United States;Active;For Profit;0;0;0;0;0;3;2;IPO;6/08/2018;36040000;Series B;Series B;36040000;43040000;0;0;39,7837304;-100,445882;27,7567667;-81,4639835
Sift;Sift;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;24;8;Late Stage Venture;5/02/2022;0;Secondary Market;Series E;50000000;156500000;11;0;39,7837304;-100,445882;36,7014631;-118,755997
Upsie;Upsie;Saint Paul; Minnesota; United States;Active;For Profit;0;0;0;0;1;38;6;Early Stage Venture;13/05/2021;18200000;Series A;Series A;18200000;26380000;0;0;39,7837304;-100,445882;45,9896587;-94,6113288
Thirty Madison;Thirty Madison;New York; New York; United States;Active;For Profit;0;0;0;0;5;18;5;Late Stage Venture;2/06/2021;140000000;Series C;Series C;140000000;209750000;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
tabby;tabby;Dubai; Dubai; United Arab Emirates;Active;For Profit;0;0;0;0;7;19;7;Early Stage Venture;3/03/2022;54000000;Series B;Series B;54000000;186000000;0;0;24,0002488;53,9994829;25,07428235;55,18853865
Talend;Talend;Redwood City; California; United States;Active;For Profit;0;0;0;0;5;9;7;M&A;11/12/2013;40000000;Venture - Series Unknown;Venture - Series Unknown;40000000;101580000;32;25499;39,7837304;-100,445882;36,7014631;-118,755997
Skims;Skims;Culver City; California; United States;Active;For Profit;0;0;0;0;3;6;3;Early Stage Venture;27/01/2022;240000000;Series B;Series B;240000000;399000000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
SmartRent;SmartRent;Scottsdale; Arizona; United States;Active;For Profit;0;0;0;0;3;17;6;IPO;23/08/2021;155000000;Post-IPO Equity;Post-IPO Equity;155000000;256500000;1;0;39,7837304;-100,445882;34,395342;-111,763275
Zepto;Zepto;Byron Bay; New South Wales; Australia;Active;For Profit;0;0;0;0;2;2;1;Early Stage Venture;23/03/2022;18747628;Series A;Series A;18747628;18747628;2;0;-24,7761086;134,755;-31,8759835;147,2869493
SWORD Health;SWORD Health;New York; New York; United States;Active;For Profit;0;0;0;0;6;18;9;Late Stage Venture;22/11/2021;163000000;Series D;Series D;163000000;323466017;0;0;39,7837304;-100,445882;40,7127281;-74,0060152
Spectro Cloud;Spectro Cloud;San Jose; California; United States;Active;For Profit;0;0;0;0;3;7;4;Early Stage Venture;23/03/2022;40000000;Series B;Series B;40000000;67500000;1;0;39,7837304;-100,445882;36,7014631;-118,755997
Skiff;Skiff;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;21;3;Early Stage Venture;30/03/2022;10500000;Series A;Series A;10500000;14200000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Trunk;Trunk;San Francisco; California; United States;Active;For Profit;0;0;0;0;2;9;2;Early Stage Venture;4/04/2022;25000000;Series A;Series A;25000000;28525000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Veho;Veho;Boulder; Colorado; United States;Active;For Profit;0;0;0;0;3;13;5;Early Stage Venture;15/02/2022;170000000;Series B;Series B;170000000;299162657;0;0;39,7837304;-100,445882;38,7251776;-105,607716
Zipmex;Zipmex;Singapore; Central Region; Singapore;Active;For Profit;3;1;0;0;3;8;5;Early Stage Venture;23/03/2022;11000000;Series B;Series B;11000000;62900000;0;0;1,357107;103,8194992;1,28593325;103,8070165
Zynga;Zynga;San Francisco; California; United States;Active;For Profit;1;1;0;0;4;25;12;M&A;14/12/2020;762000000;Post-IPO Equity;Post-IPO Equity;762000000;2318550786;12;296220000;39,7837304;-100,445882;36,7014631;-118,755997
Unstoppable Domains;Unstoppable Domains;San Francisco; California; United States;Active;For Profit;0;0;0;0;5;12;4;Early Stage Venture;23/03/2022;0;Series B;Series B;0;6955997;1;0;39,7837304;-100,445882;36,7014631;-118,755997
ZeroStorefront;ZeroStorefront;San Francisco; California; United States;Active;For Profit;0;0;0;0;1;3;4;M&A;15/04/2019;2000000;Seed;Seed;2000000;2150000;0;0;39,7837304;-100,445882;36,7014631;-118,755997
Wheel;Wheel;Austin; Texas; United States;Active;For Profit;0;0;0;0;4;9;5;Late Stage Venture;19/01/2022;150000000;Series C;Series C;150000000;215600000;0;0;39,7837304;-100,445882;31,2638905;-98,5456116
Smartsheet;Smartsheet;Bellevue; Washington; United States;Active;For Profit;0;0;0;0;3;7;7;IPO;29/09/2020;30995632;Post-IPO Equity;Post-IPO Equity;30995632;152212627;14;55537318;39,7837304;-100,445882;38,8950368;-77,0365427
